code,predicted_pm2.5,geometry
15,12, -0.1465312673602718 51.50669821605919_ -0.1465312673602718 51.50849685927103_ -0.1494204406242446 51.50849685927103_ -0.1494204406242446 51.50669821605919_ -0.1465312673602718 51.50669821605919
16,12, -0.1465312673602718 51.50849685927103_ -0.1465312673602718 51.51029550248287_ -0.1494204406242446 51.51029550248287_ -0.1494204406242446 51.50849685927103_ -0.1465312673602718 51.50849685927103
17,12, -0.1465312673602718 51.51029550248287_ -0.1465312673602718 51.512094145694704_ -0.1494204406242446 51.512094145694704_ -0.1494204406242446 51.51029550248287_ -0.1465312673602718 51.51029550248287
18,12, -0.1465312673602718 51.512094145694704_ -0.1465312673602718 51.513892788906546_ -0.1494204406242446 51.513892788906546_ -0.1494204406242446 51.512094145694704_ -0.1465312673602718 51.512094145694704
19,12, -0.1465312673602718 51.513892788906546_ -0.1465312673602718 51.51569143211838_ -0.1494204406242446 51.51569143211838_ -0.1494204406242446 51.513892788906546_ -0.1465312673602718 51.513892788906546
20,12, -0.1494204406242446 51.479718567881626_ -0.1494204406242446 51.48151721109346_ -0.1523096138882174 51.48151721109346_ -0.1523096138882174 51.479718567881626_ -0.1494204406242446 51.479718567881626
21,12, -0.1494204406242446 51.48151721109346_ -0.1494204406242446 51.4833158543053_ -0.1523096138882174 51.4833158543053_ -0.1523096138882174 51.48151721109346_ -0.1494204406242446 51.48151721109346
22,12, -0.1494204406242446 51.4833158543053_ -0.1494204406242446 51.48511449751714_ -0.1523096138882174 51.48511449751714_ -0.1523096138882174 51.4833158543053_ -0.1494204406242446 51.4833158543053
23,12, -0.1494204406242446 51.48511449751714_ -0.1494204406242446 51.48691314072898_ -0.1523096138882174 51.48691314072898_ -0.1523096138882174 51.48511449751714_ -0.1494204406242446 51.48511449751714
24,12, -0.1494204406242446 51.48691314072898_ -0.1494204406242446 51.488711783940815_ -0.1523096138882174 51.488711783940815_ -0.1523096138882174 51.48691314072898_ -0.1494204406242446 51.48691314072898
25,12, -0.1494204406242446 51.488711783940815_ -0.1494204406242446 51.49051042715265_ -0.1523096138882174 51.49051042715265_ -0.1523096138882174 51.488711783940815_ -0.1494204406242446 51.488711783940815
26,12, -0.1494204406242446 51.49051042715265_ -0.1494204406242446 51.49230907036449_ -0.1523096138882174 51.49230907036449_ -0.1523096138882174 51.49051042715265_ -0.1494204406242446 51.49051042715265
27,12, -0.1494204406242446 51.49230907036449_ -0.1494204406242446 51.49410771357633_ -0.1523096138882174 51.49410771357633_ -0.1523096138882174 51.49230907036449_ -0.1494204406242446 51.49230907036449
28,12, -0.1494204406242446 51.49410771357633_ -0.1494204406242446 51.49590635678817_ -0.1523096138882174 51.49590635678817_ -0.1523096138882174 51.49410771357633_ -0.1494204406242446 51.49410771357633
29,12, -0.1494204406242446 51.49590635678817_ -0.1494204406242446 51.497705_ -0.1523096138882174 51.497705_ -0.1523096138882174 51.49590635678817_ -0.1494204406242446 51.49590635678817
30,12, -0.1494204406242446 51.497705_ -0.1494204406242446 51.49950364321184_ -0.1523096138882174 51.49950364321184_ -0.1523096138882174 51.497705_ -0.1494204406242446 51.497705
31,12, -0.1494204406242446 51.49950364321184_ -0.1494204406242446 51.50130228642368_ -0.1523096138882174 51.50130228642368_ -0.1523096138882174 51.49950364321184_ -0.1494204406242446 51.49950364321184
32,12, -0.1494204406242446 51.50130228642368_ -0.1494204406242446 51.503100929635515_ -0.1523096138882174 51.503100929635515_ -0.1523096138882174 51.50130228642368_ -0.1494204406242446 51.50130228642368
33,12, -0.1494204406242446 51.503100929635515_ -0.1494204406242446 51.50489957284736_ -0.1523096138882174 51.50489957284736_ -0.1523096138882174 51.503100929635515_ -0.1494204406242446 51.503100929635515
34,12, -0.1494204406242446 51.50489957284736_ -0.1494204406242446 51.50669821605919_ -0.1523096138882174 51.50669821605919_ -0.1523096138882174 51.50489957284736_ -0.1494204406242446 51.50489957284736
35,12, -0.1494204406242446 51.50669821605919_ -0.1494204406242446 51.50849685927103_ -0.1523096138882174 51.50849685927103_ -0.1523096138882174 51.50669821605919_ -0.1494204406242446 51.50669821605919
36,12, -0.1494204406242446 51.50849685927103_ -0.1494204406242446 51.51029550248287_ -0.1523096138882174 51.51029550248287_ -0.1523096138882174 51.50849685927103_ -0.1494204406242446 51.50849685927103
37,12, -0.1494204406242446 51.51029550248287_ -0.1494204406242446 51.512094145694704_ -0.1523096138882174 51.512094145694704_ -0.1523096138882174 51.51029550248287_ -0.1494204406242446 51.51029550248287
38,12, -0.1494204406242446 51.512094145694704_ -0.1494204406242446 51.513892788906546_ -0.1523096138882174 51.513892788906546_ -0.1523096138882174 51.512094145694704_ -0.1494204406242446 51.512094145694704
39,12, -0.1494204406242446 51.513892788906546_ -0.1494204406242446 51.51569143211838_ -0.1523096138882174 51.51569143211838_ -0.1523096138882174 51.513892788906546_ -0.1494204406242446 51.513892788906546
40,12, -0.1523096138882174 51.479718567881626_ -0.1523096138882174 51.48151721109346_ -0.1551987871521903 51.48151721109346_ -0.1551987871521903 51.479718567881626_ -0.1523096138882174 51.479718567881626
41,12, -0.1523096138882174 51.48151721109346_ -0.1523096138882174 51.4833158543053_ -0.1551987871521903 51.4833158543053_ -0.1551987871521903 51.48151721109346_ -0.1523096138882174 51.48151721109346
42,12, -0.1523096138882174 51.4833158543053_ -0.1523096138882174 51.48511449751714_ -0.1551987871521903 51.48511449751714_ -0.1551987871521903 51.4833158543053_ -0.1523096138882174 51.4833158543053
43,12, -0.1523096138882174 51.48511449751714_ -0.1523096138882174 51.48691314072898_ -0.1551987871521903 51.48691314072898_ -0.1551987871521903 51.48511449751714_ -0.1523096138882174 51.48511449751714
44,12, -0.1523096138882174 51.48691314072898_ -0.1523096138882174 51.488711783940815_ -0.1551987871521903 51.488711783940815_ -0.1551987871521903 51.48691314072898_ -0.1523096138882174 51.48691314072898
45,12, -0.1523096138882174 51.488711783940815_ -0.1523096138882174 51.49051042715265_ -0.1551987871521903 51.49051042715265_ -0.1551987871521903 51.488711783940815_ -0.1523096138882174 51.488711783940815
46,12, -0.1523096138882174 51.49051042715265_ -0.1523096138882174 51.49230907036449_ -0.1551987871521903 51.49230907036449_ -0.1551987871521903 51.49051042715265_ -0.1523096138882174 51.49051042715265
47,12, -0.1523096138882174 51.49230907036449_ -0.1523096138882174 51.49410771357633_ -0.1551987871521903 51.49410771357633_ -0.1551987871521903 51.49230907036449_ -0.1523096138882174 51.49230907036449
48,12, -0.1523096138882174 51.49410771357633_ -0.1523096138882174 51.49590635678817_ -0.1551987871521903 51.49590635678817_ -0.1551987871521903 51.49410771357633_ -0.1523096138882174 51.49410771357633
49,12, -0.1523096138882174 51.49590635678817_ -0.1523096138882174 51.497705_ -0.1551987871521903 51.497705_ -0.1551987871521903 51.49590635678817_ -0.1523096138882174 51.49590635678817
50,12, -0.1523096138882174 51.497705_ -0.1523096138882174 51.49950364321184_ -0.1551987871521903 51.49950364321184_ -0.1551987871521903 51.497705_ -0.1523096138882174 51.497705
51,12, -0.1523096138882174 51.49950364321184_ -0.1523096138882174 51.50130228642368_ -0.1551987871521903 51.50130228642368_ -0.1551987871521903 51.49950364321184_ -0.1523096138882174 51.49950364321184
52,12, -0.1523096138882174 51.50130228642368_ -0.1523096138882174 51.503100929635515_ -0.1551987871521903 51.503100929635515_ -0.1551987871521903 51.50130228642368_ -0.1523096138882174 51.50130228642368
53,12, -0.1523096138882174 51.503100929635515_ -0.1523096138882174 51.50489957284736_ -0.1551987871521903 51.50489957284736_ -0.1551987871521903 51.503100929635515_ -0.1523096138882174 51.503100929635515
54,12, -0.1523096138882174 51.50489957284736_ -0.1523096138882174 51.50669821605919_ -0.1551987871521903 51.50669821605919_ -0.1551987871521903 51.50489957284736_ -0.1523096138882174 51.50489957284736
55,12, -0.1523096138882174 51.50669821605919_ -0.1523096138882174 51.50849685927103_ -0.1551987871521903 51.50849685927103_ -0.1551987871521903 51.50669821605919_ -0.1523096138882174 51.50669821605919
56,12, -0.1523096138882174 51.50849685927103_ -0.1523096138882174 51.51029550248287_ -0.1551987871521903 51.51029550248287_ -0.1551987871521903 51.50849685927103_ -0.1523096138882174 51.50849685927103
57,12, -0.1523096138882174 51.51029550248287_ -0.1523096138882174 51.512094145694704_ -0.1551987871521903 51.512094145694704_ -0.1551987871521903 51.51029550248287_ -0.1523096138882174 51.51029550248287
58,12, -0.1523096138882174 51.512094145694704_ -0.1523096138882174 51.513892788906546_ -0.1551987871521903 51.513892788906546_ -0.1551987871521903 51.512094145694704_ -0.1523096138882174 51.512094145694704
59,12, -0.1523096138882174 51.513892788906546_ -0.1523096138882174 51.51569143211838_ -0.1551987871521903 51.51569143211838_ -0.1551987871521903 51.513892788906546_ -0.1523096138882174 51.513892788906546
60,12, -0.1551987871521903 51.479718567881626_ -0.1551987871521903 51.48151721109346_ -0.1580879604161631 51.48151721109346_ -0.1580879604161631 51.479718567881626_ -0.1551987871521903 51.479718567881626
61,12, -0.1551987871521903 51.48151721109346_ -0.1551987871521903 51.4833158543053_ -0.1580879604161631 51.4833158543053_ -0.1580879604161631 51.48151721109346_ -0.1551987871521903 51.48151721109346
62,12, -0.1551987871521903 51.4833158543053_ -0.1551987871521903 51.48511449751714_ -0.1580879604161631 51.48511449751714_ -0.1580879604161631 51.4833158543053_ -0.1551987871521903 51.4833158543053
63,12, -0.1551987871521903 51.48511449751714_ -0.1551987871521903 51.48691314072898_ -0.1580879604161631 51.48691314072898_ -0.1580879604161631 51.48511449751714_ -0.1551987871521903 51.48511449751714
64,12, -0.1551987871521903 51.48691314072898_ -0.1551987871521903 51.488711783940815_ -0.1580879604161631 51.488711783940815_ -0.1580879604161631 51.48691314072898_ -0.1551987871521903 51.48691314072898
65,12, -0.1551987871521903 51.488711783940815_ -0.1551987871521903 51.49051042715265_ -0.1580879604161631 51.49051042715265_ -0.1580879604161631 51.488711783940815_ -0.1551987871521903 51.488711783940815
66,12, -0.1551987871521903 51.49051042715265_ -0.1551987871521903 51.49230907036449_ -0.1580879604161631 51.49230907036449_ -0.1580879604161631 51.49051042715265_ -0.1551987871521903 51.49051042715265
67,12, -0.1551987871521903 51.49230907036449_ -0.1551987871521903 51.49410771357633_ -0.1580879604161631 51.49410771357633_ -0.1580879604161631 51.49230907036449_ -0.1551987871521903 51.49230907036449
68,12, -0.1551987871521903 51.49410771357633_ -0.1551987871521903 51.49590635678817_ -0.1580879604161631 51.49590635678817_ -0.1580879604161631 51.49410771357633_ -0.1551987871521903 51.49410771357633
69,12, -0.1551987871521903 51.49590635678817_ -0.1551987871521903 51.497705_ -0.1580879604161631 51.497705_ -0.1580879604161631 51.49590635678817_ -0.1551987871521903 51.49590635678817
70,12, -0.1551987871521903 51.497705_ -0.1551987871521903 51.49950364321184_ -0.1580879604161631 51.49950364321184_ -0.1580879604161631 51.497705_ -0.1551987871521903 51.497705
71,12, -0.1551987871521903 51.49950364321184_ -0.1551987871521903 51.50130228642368_ -0.1580879604161631 51.50130228642368_ -0.1580879604161631 51.49950364321184_ -0.1551987871521903 51.49950364321184
72,12, -0.1551987871521903 51.50130228642368_ -0.1551987871521903 51.503100929635515_ -0.1580879604161631 51.503100929635515_ -0.1580879604161631 51.50130228642368_ -0.1551987871521903 51.50130228642368
73,12, -0.1551987871521903 51.503100929635515_ -0.1551987871521903 51.50489957284736_ -0.1580879604161631 51.50489957284736_ -0.1580879604161631 51.503100929635515_ -0.1551987871521903 51.503100929635515
74,12, -0.1551987871521903 51.50489957284736_ -0.1551987871521903 51.50669821605919_ -0.1580879604161631 51.50669821605919_ -0.1580879604161631 51.50489957284736_ -0.1551987871521903 51.50489957284736
75,12, -0.1551987871521903 51.50669821605919_ -0.1551987871521903 51.50849685927103_ -0.1580879604161631 51.50849685927103_ -0.1580879604161631 51.50669821605919_ -0.1551987871521903 51.50669821605919
76,12, -0.1551987871521903 51.50849685927103_ -0.1551987871521903 51.51029550248287_ -0.1580879604161631 51.51029550248287_ -0.1580879604161631 51.50849685927103_ -0.1551987871521903 51.50849685927103
77,12, -0.1551987871521903 51.51029550248287_ -0.1551987871521903 51.512094145694704_ -0.1580879604161631 51.512094145694704_ -0.1580879604161631 51.51029550248287_ -0.1551987871521903 51.51029550248287
78,12, -0.1551987871521903 51.512094145694704_ -0.1551987871521903 51.513892788906546_ -0.1580879604161631 51.513892788906546_ -0.1580879604161631 51.512094145694704_ -0.1551987871521903 51.512094145694704
79,12, -0.1551987871521903 51.513892788906546_ -0.1551987871521903 51.51569143211838_ -0.1580879604161631 51.51569143211838_ -0.1580879604161631 51.513892788906546_ -0.1551987871521903 51.513892788906546
80,12, -0.1580879604161631 51.479718567881626_ -0.1580879604161631 51.48151721109346_ -0.1609771336801359 51.48151721109346_ -0.1609771336801359 51.479718567881626_ -0.1580879604161631 51.479718567881626
81,12, -0.1580879604161631 51.48151721109346_ -0.1580879604161631 51.4833158543053_ -0.1609771336801359 51.4833158543053_ -0.1609771336801359 51.48151721109346_ -0.1580879604161631 51.48151721109346
82,12, -0.1580879604161631 51.4833158543053_ -0.1580879604161631 51.48511449751714_ -0.1609771336801359 51.48511449751714_ -0.1609771336801359 51.4833158543053_ -0.1580879604161631 51.4833158543053
83,12, -0.1580879604161631 51.48511449751714_ -0.1580879604161631 51.48691314072898_ -0.1609771336801359 51.48691314072898_ -0.1609771336801359 51.48511449751714_ -0.1580879604161631 51.48511449751714
84,12, -0.1580879604161631 51.48691314072898_ -0.1580879604161631 51.488711783940815_ -0.1609771336801359 51.488711783940815_ -0.1609771336801359 51.48691314072898_ -0.1580879604161631 51.48691314072898
85,12, -0.1580879604161631 51.488711783940815_ -0.1580879604161631 51.49051042715265_ -0.1609771336801359 51.49051042715265_ -0.1609771336801359 51.488711783940815_ -0.1580879604161631 51.488711783940815
86,12, -0.1580879604161631 51.49051042715265_ -0.1580879604161631 51.49230907036449_ -0.1609771336801359 51.49230907036449_ -0.1609771336801359 51.49051042715265_ -0.1580879604161631 51.49051042715265
87,12, -0.1580879604161631 51.49230907036449_ -0.1580879604161631 51.49410771357633_ -0.1609771336801359 51.49410771357633_ -0.1609771336801359 51.49230907036449_ -0.1580879604161631 51.49230907036449
88,12, -0.1580879604161631 51.49410771357633_ -0.1580879604161631 51.49590635678817_ -0.1609771336801359 51.49590635678817_ -0.1609771336801359 51.49410771357633_ -0.1580879604161631 51.49410771357633
89,12, -0.1580879604161631 51.49590635678817_ -0.1580879604161631 51.497705_ -0.1609771336801359 51.497705_ -0.1609771336801359 51.49590635678817_ -0.1580879604161631 51.49590635678817
90,12, -0.1580879604161631 51.497705_ -0.1580879604161631 51.49950364321184_ -0.1609771336801359 51.49950364321184_ -0.1609771336801359 51.497705_ -0.1580879604161631 51.497705
91,12, -0.1580879604161631 51.49950364321184_ -0.1580879604161631 51.50130228642368_ -0.1609771336801359 51.50130228642368_ -0.1609771336801359 51.49950364321184_ -0.1580879604161631 51.49950364321184
92,12, -0.1580879604161631 51.50130228642368_ -0.1580879604161631 51.503100929635515_ -0.1609771336801359 51.503100929635515_ -0.1609771336801359 51.50130228642368_ -0.1580879604161631 51.50130228642368
93,12, -0.1580879604161631 51.503100929635515_ -0.1580879604161631 51.50489957284736_ -0.1609771336801359 51.50489957284736_ -0.1609771336801359 51.503100929635515_ -0.1580879604161631 51.503100929635515
94,12, -0.1580879604161631 51.50489957284736_ -0.1580879604161631 51.50669821605919_ -0.1609771336801359 51.50669821605919_ -0.1609771336801359 51.50489957284736_ -0.1580879604161631 51.50489957284736
95,12, -0.1580879604161631 51.50669821605919_ -0.1580879604161631 51.50849685927103_ -0.1609771336801359 51.50849685927103_ -0.1609771336801359 51.50669821605919_ -0.1580879604161631 51.50669821605919
96,12, -0.1580879604161631 51.50849685927103_ -0.1580879604161631 51.51029550248287_ -0.1609771336801359 51.51029550248287_ -0.1609771336801359 51.50849685927103_ -0.1580879604161631 51.50849685927103
97,12, -0.1580879604161631 51.51029550248287_ -0.1580879604161631 51.512094145694704_ -0.1609771336801359 51.512094145694704_ -0.1609771336801359 51.51029550248287_ -0.1580879604161631 51.51029550248287
98,12, -0.1580879604161631 51.512094145694704_ -0.1580879604161631 51.513892788906546_ -0.1609771336801359 51.513892788906546_ -0.1609771336801359 51.512094145694704_ -0.1580879604161631 51.512094145694704
99,12, -0.1580879604161631 51.513892788906546_ -0.1580879604161631 51.51569143211838_ -0.1609771336801359 51.51569143211838_ -0.1609771336801359 51.513892788906546_ -0.1580879604161631 51.513892788906546
100,12, -0.1609771336801359 51.479718567881626_ -0.1609771336801359 51.48151721109346_ -0.1638663069441087 51.48151721109346_ -0.1638663069441087 51.479718567881626_ -0.1609771336801359 51.479718567881626
101,12, -0.1609771336801359 51.48151721109346_ -0.1609771336801359 51.4833158543053_ -0.1638663069441087 51.4833158543053_ -0.1638663069441087 51.48151721109346_ -0.1609771336801359 51.48151721109346
102,12, -0.1609771336801359 51.4833158543053_ -0.1609771336801359 51.48511449751714_ -0.1638663069441087 51.48511449751714_ -0.1638663069441087 51.4833158543053_ -0.1609771336801359 51.4833158543053
103,12, -0.1609771336801359 51.48511449751714_ -0.1609771336801359 51.48691314072898_ -0.1638663069441087 51.48691314072898_ -0.1638663069441087 51.48511449751714_ -0.1609771336801359 51.48511449751714
104,12, -0.1609771336801359 51.48691314072898_ -0.1609771336801359 51.488711783940815_ -0.1638663069441087 51.488711783940815_ -0.1638663069441087 51.48691314072898_ -0.1609771336801359 51.48691314072898
105,12, -0.1609771336801359 51.488711783940815_ -0.1609771336801359 51.49051042715265_ -0.1638663069441087 51.49051042715265_ -0.1638663069441087 51.488711783940815_ -0.1609771336801359 51.488711783940815
106,12, -0.1609771336801359 51.49051042715265_ -0.1609771336801359 51.49230907036449_ -0.1638663069441087 51.49230907036449_ -0.1638663069441087 51.49051042715265_ -0.1609771336801359 51.49051042715265
107,12, -0.1609771336801359 51.49230907036449_ -0.1609771336801359 51.49410771357633_ -0.1638663069441087 51.49410771357633_ -0.1638663069441087 51.49230907036449_ -0.1609771336801359 51.49230907036449
108,12, -0.1609771336801359 51.49410771357633_ -0.1609771336801359 51.49590635678817_ -0.1638663069441087 51.49590635678817_ -0.1638663069441087 51.49410771357633_ -0.1609771336801359 51.49410771357633
109,12, -0.1609771336801359 51.49590635678817_ -0.1609771336801359 51.497705_ -0.1638663069441087 51.497705_ -0.1638663069441087 51.49590635678817_ -0.1609771336801359 51.49590635678817
110,12, -0.1609771336801359 51.497705_ -0.1609771336801359 51.49950364321184_ -0.1638663069441087 51.49950364321184_ -0.1638663069441087 51.497705_ -0.1609771336801359 51.497705
111,12, -0.1609771336801359 51.49950364321184_ -0.1609771336801359 51.50130228642368_ -0.1638663069441087 51.50130228642368_ -0.1638663069441087 51.49950364321184_ -0.1609771336801359 51.49950364321184
112,12, -0.1609771336801359 51.50130228642368_ -0.1609771336801359 51.503100929635515_ -0.1638663069441087 51.503100929635515_ -0.1638663069441087 51.50130228642368_ -0.1609771336801359 51.50130228642368
113,12, -0.1609771336801359 51.503100929635515_ -0.1609771336801359 51.50489957284736_ -0.1638663069441087 51.50489957284736_ -0.1638663069441087 51.503100929635515_ -0.1609771336801359 51.503100929635515
114,12, -0.1609771336801359 51.50489957284736_ -0.1609771336801359 51.50669821605919_ -0.1638663069441087 51.50669821605919_ -0.1638663069441087 51.50489957284736_ -0.1609771336801359 51.50489957284736
115,12, -0.1609771336801359 51.50669821605919_ -0.1609771336801359 51.50849685927103_ -0.1638663069441087 51.50849685927103_ -0.1638663069441087 51.50669821605919_ -0.1609771336801359 51.50669821605919
116,12, -0.1609771336801359 51.50849685927103_ -0.1609771336801359 51.51029550248287_ -0.1638663069441087 51.51029550248287_ -0.1638663069441087 51.50849685927103_ -0.1609771336801359 51.50849685927103
117,12, -0.1609771336801359 51.51029550248287_ -0.1609771336801359 51.512094145694704_ -0.1638663069441087 51.512094145694704_ -0.1638663069441087 51.51029550248287_ -0.1609771336801359 51.51029550248287
118,12, -0.1609771336801359 51.512094145694704_ -0.1609771336801359 51.513892788906546_ -0.1638663069441087 51.513892788906546_ -0.1638663069441087 51.512094145694704_ -0.1609771336801359 51.512094145694704
119,12, -0.1609771336801359 51.513892788906546_ -0.1609771336801359 51.51569143211838_ -0.1638663069441087 51.51569143211838_ -0.1638663069441087 51.513892788906546_ -0.1609771336801359 51.513892788906546
120,12, -0.1638663069441087 51.479718567881626_ -0.1638663069441087 51.48151721109346_ -0.1667554802080815 51.48151721109346_ -0.1667554802080815 51.479718567881626_ -0.1638663069441087 51.479718567881626
121,12, -0.1638663069441087 51.48151721109346_ -0.1638663069441087 51.4833158543053_ -0.1667554802080815 51.4833158543053_ -0.1667554802080815 51.48151721109346_ -0.1638663069441087 51.48151721109346
122,12, -0.1638663069441087 51.4833158543053_ -0.1638663069441087 51.48511449751714_ -0.1667554802080815 51.48511449751714_ -0.1667554802080815 51.4833158543053_ -0.1638663069441087 51.4833158543053
123,12, -0.1638663069441087 51.48511449751714_ -0.1638663069441087 51.48691314072898_ -0.1667554802080815 51.48691314072898_ -0.1667554802080815 51.48511449751714_ -0.1638663069441087 51.48511449751714
124,12, -0.1638663069441087 51.48691314072898_ -0.1638663069441087 51.488711783940815_ -0.1667554802080815 51.488711783940815_ -0.1667554802080815 51.48691314072898_ -0.1638663069441087 51.48691314072898
125,12, -0.1638663069441087 51.488711783940815_ -0.1638663069441087 51.49051042715265_ -0.1667554802080815 51.49051042715265_ -0.1667554802080815 51.488711783940815_ -0.1638663069441087 51.488711783940815
126,12, -0.1638663069441087 51.49051042715265_ -0.1638663069441087 51.49230907036449_ -0.1667554802080815 51.49230907036449_ -0.1667554802080815 51.49051042715265_ -0.1638663069441087 51.49051042715265
127,12, -0.1638663069441087 51.49230907036449_ -0.1638663069441087 51.49410771357633_ -0.1667554802080815 51.49410771357633_ -0.1667554802080815 51.49230907036449_ -0.1638663069441087 51.49230907036449
128,12, -0.1638663069441087 51.49410771357633_ -0.1638663069441087 51.49590635678817_ -0.1667554802080815 51.49590635678817_ -0.1667554802080815 51.49410771357633_ -0.1638663069441087 51.49410771357633
129,12, -0.1638663069441087 51.49590635678817_ -0.1638663069441087 51.497705_ -0.1667554802080815 51.497705_ -0.1667554802080815 51.49590635678817_ -0.1638663069441087 51.49590635678817
130,12, -0.1638663069441087 51.497705_ -0.1638663069441087 51.49950364321184_ -0.1667554802080815 51.49950364321184_ -0.1667554802080815 51.497705_ -0.1638663069441087 51.497705
131,12, -0.1638663069441087 51.49950364321184_ -0.1638663069441087 51.50130228642368_ -0.1667554802080815 51.50130228642368_ -0.1667554802080815 51.49950364321184_ -0.1638663069441087 51.49950364321184
132,12, -0.1638663069441087 51.50130228642368_ -0.1638663069441087 51.503100929635515_ -0.1667554802080815 51.503100929635515_ -0.1667554802080815 51.50130228642368_ -0.1638663069441087 51.50130228642368
133,12, -0.1638663069441087 51.503100929635515_ -0.1638663069441087 51.50489957284736_ -0.1667554802080815 51.50489957284736_ -0.1667554802080815 51.503100929635515_ -0.1638663069441087 51.503100929635515
134,12, -0.1638663069441087 51.50489957284736_ -0.1638663069441087 51.50669821605919_ -0.1667554802080815 51.50669821605919_ -0.1667554802080815 51.50489957284736_ -0.1638663069441087 51.50489957284736
135,12, -0.1638663069441087 51.50669821605919_ -0.1638663069441087 51.50849685927103_ -0.1667554802080815 51.50849685927103_ -0.1667554802080815 51.50669821605919_ -0.1638663069441087 51.50669821605919
136,12, -0.1638663069441087 51.50849685927103_ -0.1638663069441087 51.51029550248287_ -0.1667554802080815 51.51029550248287_ -0.1667554802080815 51.50849685927103_ -0.1638663069441087 51.50849685927103
137,12, -0.1638663069441087 51.51029550248287_ -0.1638663069441087 51.512094145694704_ -0.1667554802080815 51.512094145694704_ -0.1667554802080815 51.51029550248287_ -0.1638663069441087 51.51029550248287
138,12, -0.1638663069441087 51.512094145694704_ -0.1638663069441087 51.513892788906546_ -0.1667554802080815 51.513892788906546_ -0.1667554802080815 51.512094145694704_ -0.1638663069441087 51.512094145694704
139,12, -0.1638663069441087 51.513892788906546_ -0.1638663069441087 51.51569143211838_ -0.1667554802080815 51.51569143211838_ -0.1667554802080815 51.513892788906546_ -0.1638663069441087 51.513892788906546
140,4, -0.1667554802080815 51.479718567881626_ -0.1667554802080815 51.48151721109346_ -0.1696446534720544 51.48151721109346_ -0.1696446534720544 51.479718567881626_ -0.1667554802080815 51.479718567881626
141,4, -0.1667554802080815 51.48151721109346_ -0.1667554802080815 51.4833158543053_ -0.1696446534720544 51.4833158543053_ -0.1696446534720544 51.48151721109346_ -0.1667554802080815 51.48151721109346
142,4, -0.1667554802080815 51.4833158543053_ -0.1667554802080815 51.48511449751714_ -0.1696446534720544 51.48511449751714_ -0.1696446534720544 51.4833158543053_ -0.1667554802080815 51.4833158543053
